customerkey,customername,age,maritalstatus,gender,datefirstpurchase,city,stateprovincename,englishcountryregionname
26746,Amber Adams,51,S,F,08-07-2021,Brisbane,Queensland,Australia
26747,Candice Cai,51,S,F,8/14/2021,North Sydney,New South Wales,Australia
26748,Stacey She,51,S,F,08-11-2021,Cloverdale,South Australia,Australia
26749,Rafael Sun,51,M,M,08-03-2021,Hervey Bay,Queensland,Australia
26750,Randall Alvarez,57,S,M,9/22/2021,Lavender Bay,New South Wales,Australia
26751,Mallory E Serrano,51,S,F,9/16/2021,Wollongong,New South Wales,Australia
26752,Henry Perez,51,M,M,8/28/2021,Perth,South Australia,Australia
26753,Summer G Patel,51,S,F,8/28/2021,Coffs Harbour,New South Wales,Australia
26754,Candice J Zimmerman,57,S,F,9/18/2021,Melton,Victoria,Australia
26755,Brendan Jai,52,M,M,12/14/2022,Port Macquarie,New South Wales,Australia
26756,Brooke P Gray,52,S,F,9/22/2022,Townsville,Queensland,Australia
26757,Evan Y Rivera,58,S,M,9/18/2021,Cranbourne,Victoria,Australia
26758,Damien C Zhang,58,S,M,9/24/2021,Matraville,New South Wales,Australia
26759,Hailey C Allen,54,M,F,7/16/2022,Caloundra,Queensland,Australia
26760,Katherine F Butler,43,S,F,09-10-2021,Warrnambool,Victoria,Australia
26761,Tabitha D Prasad,55,M,F,9/14/2021,Gold Coast,Queensland,Australia
26762,Rachael D Perez,55,M,F,4/30/2022,South Melbourne,Victoria,Australia
26763,Grant B Shen,56,M,M,09-08-2021,Goulburn,New South Wales,Australia
26764,Alvin Li,56,M,M,8/30/2021,Goulburn,New South Wales,Australia
26765,Dominique H Chandra,56,S,F,3/13/2022,Matraville,New South Wales,Australia
26766,Jodi Andersen,50,M,F,11/13/2022,Port Macquarie,New South Wales,Australia
26767,Alisha C Goel,43,S,F,09-08-2021,Rhodes,New South Wales,Australia
26768,Cristina Shen,59,M,F,09-07-2021,North Ryde,New South Wales,Australia
26769,Holly V Sai,81,M,F,09-02-2022,St. Leonards,New South Wales,Australia
26770,Katie Z Ashe,57,M,F,10-03-2022,East Brisbane,Queensland,Australia
26771,Eric L Shan,57,M,M,3/15/2022,Geelong,Victoria,Australia
26772,Jamie C Hu,57,M,F,01-01-2023,Milsons Point,New South Wales,Australia
26773,Meghan B Martin,52,M,F,3/17/2022,South Melbourne,Victoria,Australia
26774,Arianna E Ross,43,M,F,9/15/2021,Geelong,Victoria,Australia
26775,Riley Bryant,41,M,F,12/23/2022,West Covina,California,United States
26776,Jenny F Guo,41,S,F,5/22/2022,Berkeley,California,United States
26777,Andrew L Clark,37,S,M,6/25/2022,Santa Monica,California,United States
26778,Sierra A Perez,42,S,F,10-08-2022,Spokane,Washington,United States
26779,Alexandra J Henderson,37,M,F,8/26/2022,Novato,California,United States
26780,Julia J Butler,37,S,F,10-02-2022,Grossmont,California,United States
26781,Jan D Cox,37,M,F,1/14/2023,Redmond,Washington,United States
26782,Seth Lewis,37,S,M,07-01-2020,Victoria,British Columbia,Canada
26783,Juan Torres,37,M,M,01-03-2023,Walla Walla,Washington,United States
26784,Walter Torres,71,S,M,3/18/2022,Wollongong,New South Wales,Australia
26785,Raul L Raje,80,M,M,5/17/2022,Bendigo,Victoria,Australia
26786,Seth R Smith,39,S,M,07-08-2021,Daly City,California,United States
26787,Austin N Moore,39,S,M,1/19/2023,Bellingham,Washington,United States
26788,Destiny C Howard,39,S,F,02-04-2022,Chula Vista,California,United States
26789,Chase F Morris,39,S,M,08-06-2020,Newton,British Columbia,Canada
26790,Chloe L Cook,40,S,F,10/21/2022,Santa Cruz,California,United States
26791,Kelvin M Nath,40,S,M,8/20/2022,Baytown,Texas,United States
26792,Casey Torres,40,S,M,3/31/2022,Berkeley,California,United States
26793,Jesse M Nelson,40,S,M,11/18/2022,Torrance,California,United States
26794,Michele Dominguez,37,M,F,7/14/2022,Beaverton,Oregon,United States
26795,Elijah L Shan,77,M,M,10/26/2021,Wollongong,New South Wales,Australia
26796,Warren J Raji,76,S,M,10-08-2021,North Sydney,New South Wales,Australia
26797,Marshall H Hu,69,S,M,10/14/2021,East Brisbane,Queensland,Australia
26798,Jeremiah Garcia,41,M,M,08-05-2022,Seattle,Washington,United States
26799,Ryan G Russell,41,M,M,11/14/2022,Coronado,California,United States
26800,Lauren Lewis,41,S,F,7/25/2022,Downey,California,United States
26801,Wyatt Washington,41,M,M,07-10-2021,Woodland Hills,California,United States
26802,Lucas W Sanders,41,S,M,07-01-2022,Shawnee,British Columbia,Canada
26803,Xavier W Bennett,43,M,M,7/27/2022,Los Angeles,California,United States
26804,Trinity B Sanders,42,S,F,6/24/2022,Spring Valley,California,United States
26805,Alexandria Reed,44,S,F,07-08-2021,Lemon Grove,California,United States
26806,Caleb K Mitchell,46,M,M,8/15/2022,Vancouver,British Columbia,Canada
26807,Angel H Hall,46,S,M,02-05-2022,Lemon Grove,California,United States
26808,Kimberly Howard,47,S,F,12-04-2022,Edmonds,Washington,United States
26809,Julia E Morgan,52,S,F,05-09-2022,Redwood City,California,United States
26810,Melanie M Stewart,47,S,F,1/15/2023,N. Vancouver,British Columbia,Canada
26811,Rachael Sanchez,46,S,F,07-11-2021,Burbank,California,United States
26812,James Hernandez,52,M,M,07-07-2022,Palo Alto,California,United States
26813,Xavier M Diaz,52,S,M,11-04-2022,Chula Vista,California,United States
26814,Alex Hernandez,52,M,M,7/13/2021,Walla Walla,Washington,United States
26815,Erin Cox,52,M,F,08-01-2021,Lebanon,Oregon,United States
26816,Ronnie Wu,49,M,M,11/15/2022,Roissy en Brie,Seine et Marne,France
26817,Melvin Ashe,43,S,M,06-03-2022,Cheltenham,England,United Kingdom
26818,Eduardo Coleman,44,S,M,10-07-2022,Frankfurt,Hessen,Germany
26819,Devin Mitchell,50,M,M,12/15/2022,Saarlouis,Saarland,Germany
26820,Carol E Nath,50,M,F,01-03-2023,London,England,United Kingdom
26821,Tamara Guo,50,M,F,06-05-2022,Bottrop,Nordrhein-Westfalen,Germany
26822,Cindy Gonzalez,50,S,F,11/24/2022,Leipzig,Nordrhein-Westfalen,Germany
26823,Kaitlin S Raman,50,S,F,12/13/2022,Eilenburg,Brandenburg,Germany
26824,Theresa Blanco,51,S,F,5/19/2022,London,England,United Kingdom
26825,Jamie Jimenez,45,M,M,1/27/2022,Hamburg,Hessen,Germany
26826,Kendra Romero,45,S,F,12/30/2021,Berlin,Hamburg,Germany
26827,Renee L Rubio,50,S,F,10/29/2022,Paris,Seine (Paris),France
26828,Stephanie A Rivera,39,M,F,11-04-2022,Versailles,Yveline,France
26829,Morgan Evans,44,M,F,12/24/2022,Bottrop,Nordrhein-Westfalen,Germany
26830,Levi Perez,51,M,M,5/28/2022,Watford,England,United Kingdom
26831,Drew D Raje,51,M,M,1/13/2022,Saarbrücken,Saarland,Germany
26832,Kate J Xie,46,M,F,1/28/2023,Frankfurt,Bayern,Germany
26833,Kelvin M Rai,51,M,M,6/17/2022,Gateshead,England,United Kingdom
26834,Teresa A Romero,51,M,F,7/31/2022,Billericay,England,United Kingdom
26835,Kyle C Turner,47,M,M,11-09-2022,Tremblay-en-France,Seine Saint Denis,France
26836,Hector A Diaz,52,S,M,01-12-2023,Runcorn,England,United Kingdom
26837,Albert Martin,52,M,M,5/13/2022,London,England,United Kingdom
26838,Cassie Shan,51,S,F,2/17/2022,Lille,Nord,France
26839,Jeremy K Nelson,52,S,M,5/18/2022,Versailles,Yveline,France
26840,Eric L Yang,47,M,M,10/20/2022,Versailles,Yveline,France
26841,Roberto D Jiménez,52,M,M,3/17/2022,Lieusaint,Seine et Marne,France
26842,Felicia A Alonso,53,M,F,4/30/2022,Leeds,England,United Kingdom
26843,Noah Gonzalez,88,S,M,10/14/2022,Paderborn,Nordrhein-Westfalen,Germany
26844,Erin P Cooper,87,S,F,1/16/2023,Cheltenham,England,United Kingdom
26845,Theodore M Ortega,53,S,M,08-01-2022,Saarbrücken,Saarland,Germany
26846,Dustin R Kumar,53,M,M,12-12-2022,High Wycombe,England,United Kingdom
26847,Brent Yang,53,S,M,10/20/2022,Hannover,Nordrhein-Westfalen,Germany
26848,Alisha Rai,52,M,F,6/19/2022,Kirkby,England,United Kingdom
26849,Billy B Martin,54,M,M,05-04-2022,London,England,United Kingdom
26850,Terry H Luo,43,S,M,06-07-2022,Birmingham,England,United Kingdom
26851,Diane Alvarez,53,S,F,10/13/2022,Bottrop,Nordrhein-Westfalen,Germany
26852,Karen H She,54,M,F,02-02-2022,Saarbrücken,Saarland,Germany
26853,Shane Rana,51,S,M,05-08-2022,Chatou,Yveline,France
26854,Jonathan Hayes,51,S,M,11-04-2022,Lille,Nord,France
26855,Carla Fernandez,51,M,F,11-02-2022,Pantin,Seine Saint Denis,France
26856,Jessica Brooks,52,M,F,5/14/2022,Drancy,Seine Saint Denis,France
26857,Willie Anand,41,M,M,06-11-2022,Frankfurt am Main,Saarland,Germany
26858,Samuel L Lopez,52,M,M,6/20/2022,Warrington,England,United Kingdom
26859,Darrell M Pal,53,M,M,7/18/2022,Cergy,Val d'Oise,France
26860,Olivia H Miller,47,M,F,06-04-2022,Esher-Molesey,England,United Kingdom
26861,Bruce S Gutierrez,53,S,M,02-04-2022,Villeneuve-d'Ascq,Nord,France
26862,Tina Vance,54,S,F,1/16/2022,Darmstadt,Hessen,Germany
26863,Alvin Chen,40,S,M,01-05-2023,London,England,United Kingdom
26864,Christine Sutton,38,S,F,12/29/2021,Frankfurt am Main,Hamburg,Germany
26865,Tabitha Martinez,38,M,F,2/19/2022,London,England,United Kingdom
26866,Jada Allen,38,S,F,6/23/2022,Stoke-on-Trent,England,United Kingdom
26867,Danny Romero,53,M,M,12-03-2022,Stuttgart,Saarland,Germany
26868,Lydia Raman,48,M,F,06-11-2022,London,England,United Kingdom
26869,Anne R. Sims,54,M,M,6/26/2022,Stoke-on-Trent,England,United Kingdom
26870,Jill J Gill,49,M,F,06-05-2022,Warrington,England,United Kingdom
26871,Justin Chen,49,S,M,8/28/2022,Saint-Denis,Seine Saint Denis,France
26872,Wyatt H Hughes,39,M,M,8/17/2022,Erlangen,Bayern,Germany
26873,Ann Suri,40,S,F,2/16/2022,Berlin,Saarland,Germany
26874,Jorge Zhang,39,S,M,05-01-2022,Frankfurt,Bayern,Germany
26875,Bobby D Perez,40,S,M,11/15/2022,München,Hessen,Germany
26876,Holly Lopez,40,S,F,06-12-2022,Milton Keynes,England,United Kingdom
26877,Damien W Nara,40,M,M,12-06-2022,Peterborough,England,United Kingdom
26878,Madeline Roberts,41,M,F,05-09-2022,Hof,Bayern,Germany
26879,Shannon L Lin,41,S,F,10/16/2022,Frankfurt am Main,Saarland,Germany
26880,Heather Xu,41,S,F,8/23/2022,Dresden,Hessen,Germany
26881,Regina R Fernandez,42,M,F,7/20/2022,Drancy,Seine Saint Denis,France
26882,Mayra S Sanchez,41,S,F,4/25/2022,Les Ulis,Essonne,France
26883,Shelby Bradley,41,S,F,11/25/2022,Villeneuve-d'Ascq,Nord,France
26884,Paige S James,41,S,F,2/25/2022,Hof,Bayern,Germany
26885,Victor L Martin,41,S,M,06-08-2022,Oxon,England,United Kingdom
26886,Jasmine Robinson,40,S,F,6/21/2022,Runcorn,England,United Kingdom
26887,Janelle Rodriguez,42,M,F,6/17/2022,High Wycombe,England,United Kingdom
26888,Bruce E Fernandez,43,S,M,12/15/2022,Bracknell,England,United Kingdom
26889,Natasha Torres,43,S,F,4/14/2022,Frankfurt,Bayern,Germany
26890,Bryan Rogers,37,M,M,6/23/2022,Billericay,England,United Kingdom
26891,Arturo V Zhang,42,M,M,8/20/2022,Cheltenham,England,United Kingdom
26892,Cody F Rogers,42,M,M,7/24/2022,Kirkby,England,United Kingdom
26893,Sharon A Deng,41,M,F,7/24/2022,Woolston,England,United Kingdom
26894,Lindsey Goel,44,S,F,3/30/2022,Leipzig,Nordrhein-Westfalen,Germany
26895,Christine R Shan,38,S,F,6/27/2022,Gateshead,England,United Kingdom
26896,Michele A Malhotra,49,S,F,3/18/2022,London,England,United Kingdom
26897,Katrina M Xie,55,M,F,3/22/2022,London,England,United Kingdom
26898,Ashley R Simmons,56,S,F,03-03-2022,Lille,Nord,France
26899,Rachael Vance,51,M,F,2/23/2022,Werne,Nordrhein-Westfalen,Germany
26900,Rosa Sun,56,S,F,9/24/2022,Birmingham,England,United Kingdom
26901,Louis J Nara,50,M,M,11/21/2022,London,England,United Kingdom
26902,Clifford Mehta,54,M,M,05-08-2022,Croix,Nord,France
26903,Rafael A Luo,49,M,M,5/25/2022,Orleans,Loiret,France
26904,Judith F Parker,60,S,F,02-08-2022,Saint-Denis,Seine Saint Denis,France
26905,Kari Serrano,60,S,F,5/24/2022,Berks,England,United Kingdom
26906,Darrell C Rai,61,M,M,10-10-2022,London,England,United Kingdom
26907,Dana A Torres,61,M,F,11/23/2022,Pantin,Seine Saint Denis,France
26908,Glenn Zheng,61,M,M,10/20/2022,Orleans,Loiret,France
26909,Christine M Nath,55,S,F,03-01-2022,Bobigny,Seine Saint Denis,France
26910,Kristina R Kovar,79,S,F,6/27/2022,Lancaster,England,United Kingdom
26911,Kristi Gomez,79,S,F,2/22/2022,London,England,United Kingdom
26912,Denise Rodriguez,78,S,F,07-10-2022,Braunschweig,Nordrhein-Westfalen,Germany
26913,Harold Lopez,78,M,M,6/29/2022,High Wycombe,England,United Kingdom
26914,Cindy C Prasad,77,S,F,6/20/2022,Peterborough,England,United Kingdom
26915,Peter Kumar,74,S,M,07-02-2022,Lancaster,England,United Kingdom
26916,Mackenzie M King,37,M,F,10-01-2021,Rockhampton,Queensland,Australia
26917,Roberto A Dominguez,38,M,M,10/20/2021,Sunbury,Victoria,Australia
26918,Krista J Hernandez,41,S,F,10/24/2021,Cranbourne,Victoria,Australia
26919,Ramon He,41,S,M,10/23/2021,Findon,South Australia,Australia
26920,Jon Chen,38,M,M,10/22/2021,Melbourne,Victoria,Australia
26921,Cynthia Weber,38,M,F,10-04-2021,Hawthorne,Queensland,Australia
26922,Trevor C Powell,39,M,M,10/27/2021,Sunbury,Victoria,Australia
26923,Krystal M Ye,39,M,F,10/14/2021,Gold Coast,Queensland,Australia
26924,Erica Zeng,40,S,F,10-12-2021,Bendigo,Victoria,Australia
26925,Dominic B Rana,74,S,M,11/16/2022,Orleans,Loiret,France
26926,Sergio Mehta,74,M,M,12-03-2022,Paris,Seine (Paris),France
26927,Jill H Dominguez,63,M,F,4/22/2022,Saint Ouen,Somme,France
26928,Roger Nara,74,S,M,06-04-2022,Gateshead,England,United Kingdom
26929,Maurice Pal,74,M,M,8/26/2022,Woolston,England,United Kingdom
26930,Sharon Andersen,56,M,F,3/20/2022,Münster,Saarland,Germany
26931,Edward L Lopez,56,M,M,06-09-2022,Kirkby,England,United Kingdom
26932,Kristina Raman,56,S,F,6/15/2022,Maidenhead,England,United Kingdom
26933,Jessie Sanz,57,M,F,04-01-2022,Frankfurt am Main,Saarland,Germany
26934,Kelli Chander,57,S,F,06-11-2022,Woolston,England,United Kingdom
26935,Gabriel Butler,58,S,M,8/19/2022,Paris,Seine (Paris),France
26936,Jaclyn He,58,S,F,5/23/2022,Dresden,Hessen,Germany
26937,Audrey S Navarro,57,S,F,6/29/2022,London,England,United Kingdom
26938,Maurice L Shen,58,M,M,06-06-2022,London,England,United Kingdom
26939,Craig M Diaz,53,M,M,5/26/2022,Drancy,Seine Saint Denis,France
26940,Franklin N Tang,59,S,M,5/25/2022,Bonn,Nordrhein-Westfalen,Germany
26941,Gerald Vazquez,53,M,M,6/19/2022,Colombes,Hauts de Seine,France
26942,Tanya K Alonso,59,S,F,6/24/2022,Liverpool,England,United Kingdom
26943,Ashlee S Xie,47,S,F,10/15/2022,Metz,Moselle,France
26944,Drew A Nara,42,S,M,06-11-2022,Milton Keynes,England,United Kingdom
26945,Katelyn Hill,47,S,F,5/30/2022,Bobigny,Seine Saint Denis,France
26946,Andre C Madan,41,S,M,06-04-2022,Berlin,Hamburg,Germany
26947,Suzanne A Ma,47,S,F,06-03-2022,Cambridge,England,United Kingdom
26948,Abby A Garcia,47,S,F,06-09-2022,Hannover,Nordrhein-Westfalen,Germany
26949,Lindsey Chander,47,S,F,7/26/2022,London,England,United Kingdom
26950,Dominic Suri,48,M,M,6/25/2022,Orleans,Loiret,France
26951,Trisha C Hu,42,S,F,01-03-2023,Mühlheim,Hamburg,Germany
26952,Mircea Radu Singer,42,M,F,6/14/2022,Lille,Nord,France
26953,Roy C Rubio,46,M,M,06-11-2022,Roubaix,Nord,France
26954,Gerald M Torres,47,S,M,6/18/2022,Offenbach,Saarland,Germany
26955,Carlos R Cook,47,M,M,08-01-2022,Warrington,England,United Kingdom
26956,Kristin E Pal,42,S,F,07-05-2022,Oxford,England,United Kingdom
26957,Kristina Sai,42,S,F,12-11-2022,Berlin,Hessen,Germany
26958,Jerry Xu,42,M,M,12/23/2022,Orleans,Loiret,France
26959,Alisha D Nara,48,M,F,9/18/2022,London,England,United Kingdom
26960,Jose A Thomas,64,S,M,7/17/2022,Warrington,England,United Kingdom
26961,Carly C Chander,49,M,F,6/24/2022,Leipzig,Nordrhein-Westfalen,Germany
26962,Francis A Moreno,49,M,M,7/19/2022,Runcorn,England,United Kingdom
26963,Meredith H Arun,44,S,F,7/15/2022,Hof,Bayern,Germany
26964,Kelli G Tang,49,S,F,06-04-2022,Metz,Moselle,France
26965,Jordan J Nelson,44,M,F,6/29/2022,Lille,Nord,France
26966,Cedric D Zhang,49,S,M,7/27/2022,Warrington,England,United Kingdom
26967,Edwin Li,49,S,M,10/23/2021,Lane Cove,New South Wales,Australia
26968,Henry Sanchez,49,M,M,9/16/2022,Springwood,New South Wales,Australia
26969,Cedric Hu,44,S,M,7/18/2022,Paderborn,Hamburg,Germany
26970,Kara D Rai,44,S,F,8/19/2022,Bury,England,United Kingdom
26971,Douglas Madan,44,S,M,9/15/2022,York,England,United Kingdom
26972,Kristopher T Sara,38,S,M,3/27/2022,Paris,Seine (Paris),France
26973,Alberto W Rowe,44,M,M,05-12-2022,Cheltenham,England,United Kingdom
26974,Philip M Suarez,36,S,M,7/21/2022,Stuttgart,Saarland,Germany
26975,Janet Ward,38,S,F,07-07-2022,Dunkerque,Nord,France
26976,Erik Serrano,39,S,M,7/20/2022,Tremblay-en-France,Seine Saint Denis,France
26977,Barry Madan,39,S,M,7/29/2022,Hamburg,Hamburg,Germany
26978,Cassie A Sharma,43,M,F,09-12-2022,London,England,United Kingdom
26979,Christy G Jai,43,M,F,09-03-2022,Oxford,England,United Kingdom
26980,Marc Suarez,45,M,M,12/29/2022,Grevenbroich,Bayern,Germany
26981,Audrey Suarez,39,S,F,3/22/2022,Berlin,Saarland,Germany
26982,Jose R Muñoz,45,S,M,08-04-2022,Villeneuve-d'Ascq,Nord,France
26983,Adriana Vance,44,M,F,12/27/2022,Berlin,Nordrhein-Westfalen,Germany
26984,Manuel Prasad,44,M,M,12-07-2022,Eilenburg,Brandenburg,Germany
26985,Jésus F Diaz,44,M,M,02-12-2022,Grevenbroich,Bayern,Germany
26986,Riley A Watson,44,M,F,3/13/2022,Ingolstadt,Bayern,Germany
26987,Roy I Lopez,38,M,M,3/22/2022,München,Hessen,Germany
26988,Brandy W Srini,44,M,F,05-10-2022,Sulzbach Taunus,Saarland,Germany
26989,Mason V Campbell,45,M,M,02-02-2022,Solingen,Nordrhein-Westfalen,Germany
26990,Darren C Patel,45,M,M,4/16/2022,Hof,Bayern,Germany
26991,Rodney A Ortega,40,M,M,07-07-2022,Münster,Saarland,Germany
26992,Brad S Andersen,45,S,M,7/23/2022,Watford,England,United Kingdom
26993,Julio R Gill,46,S,M,12-05-2022,London,England,United Kingdom
26994,Erika S Torres,45,M,F,01-05-2022,Sèvres,Hauts de Seine,France
26995,Caleb Washington,45,M,M,01-08-2022,Versailles,Yveline,France
26996,Natasha Oliver,45,S,F,10/13/2022,Bottrop,Nordrhein-Westfalen,Germany
26997,Katie F Becker,39,M,F,5/24/2022,Werne,Nordrhein-Westfalen,Germany
26998,Fernando Perry,46,M,M,8/19/2022,Bottrop,Nordrhein-Westfalen,Germany
26999,Samuel M Brown,46,S,M,11/13/2022,Billericay,England,United Kingdom
27000,Brandi Dominguez,46,S,F,03-03-2022,Mühlheim,Hamburg,Germany
27001,Carla Kapoor,41,M,F,3/17/2022,Neunkirchen,Saarland,Germany
27002,Kelvin T She,46,M,M,02-10-2022,W. York,England,United Kingdom
27003,Roger Jai,41,M,M,09-03-2022,Bonn,Nordrhein-Westfalen,Germany
27004,Philip E Moreno,46,S,M,08-06-2022,Bonn,Nordrhein-Westfalen,Germany
27005,Susan L Lin,46,S,F,7/30/2022,Courbevoie,Hauts de Seine,France
27006,Shane Madan,46,S,M,07-03-2022,Colombes,Hauts de Seine,France
27007,Joe M Gonzalez,46,S,M,7/18/2022,Berkshire,England,United Kingdom
27008,Oscar L Blue,46,S,M,9/15/2022,Bury,England,United Kingdom
27412,Miguel Price,70,S,M,10/25/2022,Imperial Beach,California,United States
27009,Erica Lu,46,S,F,10-04-2022,London,England,United Kingdom
27010,Jordyn A Patterson,41,M,F,01-12-2023,Chula Vista,California,United States
27011,Kevin Powell,41,M,M,12/27/2022,Seattle,Washington,United States
27012,Anne Jiménez,42,S,F,10-03-2022,Beaverton,Oregon,United States
27013,Alisha M Yuan,43,M,F,12-11-2022,Burbank,California,United States
27014,Luke I Hughes,51,M,M,11/30/2020,Royal Oak,British Columbia,Canada
27015,Jessica Torres,50,S,F,11-04-2022,Bremerton,Washington,United States
27016,Lauren J Reed,51,S,F,03-07-2022,Edmonds,Washington,United States
27017,Jonathan Thompson,51,S,M,08-04-2021,Port Orchard,Washington,United States
27018,Blake Price,51,S,M,8/13/2022,Chula Vista,California,United States
27019,Victoria Jackson,52,S,F,9/13/2022,N. Vancouver,British Columbia,Canada
27020,Rachel L Perry,63,M,F,08-03-2021,National City,California,United States
27021,Victoria L Peterson,46,M,F,8/23/2021,San Gabriel,California,United States
27022,Anthony D Johnson,57,S,M,4/30/2022,Westminster,British Columbia,Canada
27023,Emily Simmons,57,S,F,4/13/2022,Corvallis,Oregon,United States
27024,Austin O Patterson,62,S,M,12/13/2022,Cliffside,British Columbia,Canada
27025,Jasmine A Rivera,57,S,F,3/17/2022,W. Linn,Oregon,United States
27026,Jonathan T Perry,62,S,M,12-01-2020,N. Vancouver,British Columbia,Canada
27027,Jennifer S White,62,S,F,02-05-2021,Oak Bay,British Columbia,Canada
27028,Sarah A Robinson,62,S,F,4/20/2022,Langley,British Columbia,Canada
27029,Elizabeth Hughes,62,S,F,01-12-2023,San Carlos,California,United States
27030,Jan M Gray,51,S,F,6/23/2022,Seattle,Washington,United States
27031,Jessica Garcia,62,S,F,11-07-2022,Grossmont,California,United States
27032,Miguel L Garcia,56,S,M,1/18/2023,San Diego,California,United States
27033,Ernest Harrison,50,S,M,5/27/2022,Bellingham,Washington,United States
27034,Corey Nara,61,S,M,09-05-2022,Bremerton,Washington,United States
27035,Ana Long,61,S,F,7/25/2022,Spring Valley,California,United States
27036,Hunter Brown,61,S,M,03-01-2022,Ballard,Washington,United States
27037,Lauren Rodriguez,61,M,F,3/13/2022,Imperial Beach,California,United States
27038,Eduardo Reed,60,M,M,11-09-2022,Lakewood,California,United States
27039,Jonathan C Lewis,56,S,M,8/29/2022,Torrance,California,United States
27040,Paul Singh,60,M,M,02-02-2022,Burbank,Ohio,United States
27041,Edward Smith,59,S,M,10/24/2022,Kirkland,Washington,United States
27042,Noah S Roberts,60,M,M,12-11-2022,Newton,British Columbia,Canada
27043,Dalton N Murphy,59,S,M,2/14/2021,Oak Bay,British Columbia,Canada
27044,Carol J Long,59,S,F,8/27/2021,Spring Valley,California,United States
27045,Angel D Brooks,59,S,M,8/17/2021,Redmond,Washington,United States
27046,Allison Howard,53,M,F,4/16/2022,Downey,California,United States
27047,Yolanda Rai,59,M,F,8/19/2021,Beaverton,Oregon,United States
27048,Melanie C Watson,53,M,F,11/13/2022,Marysville,Washington,United States
27049,Faith Sanchez,54,M,F,05-03-2022,Burnaby,British Columbia,Canada
27050,Chloe Turner,54,S,F,08-11-2021,Lake Oswego,Oregon,United States
27051,Charles Brown,58,S,M,8/20/2021,Redwood City,California,United States
27052,Jada W Bailey,52,S,F,08-01-2022,Seattle,Washington,United States
27053,Steven J Cook,42,S,M,3/15/2021,Oak Bay,British Columbia,Canada
27054,Shawn Sharma,57,M,M,7/31/2021,Bellflower,California,United States
27055,Isabella D Sanchez,58,S,F,3/20/2022,Colma,California,United States
27056,Mackenzie L James,58,S,F,08-08-2021,Los Angeles,California,United States
27057,Brooke Morris,45,S,F,01-10-2023,Yakima,Washington,United States
27058,Nathan K Butler,45,S,M,08-05-2021,Renton,Washington,United States
27059,Hunter Perry,39,M,M,2/25/2022,Berkeley,California,United States
27060,Lucas A Coleman,44,M,M,3/25/2021,Port Hammond,British Columbia,Canada
27061,Gabrielle Scott,44,S,F,7/30/2022,Port Hammond,British Columbia,Canada
27062,Edward Harris,44,S,M,3/27/2021,Sooke,British Columbia,Canada
27063,Taylor W Flores,44,M,F,8/14/2021,Bremerton,Washington,United States
27064,Barbara Chande,44,M,F,7/31/2021,Burien,Washington,United States
27065,Jordan E Wright,44,M,M,07-01-2022,Fremont,California,United States
27066,Cole Murphy,43,S,M,1/30/2022,National City,California,United States
27067,Jennifer T Rodriguez,44,S,F,8/20/2021,Spring Valley,California,United States
27068,Jade Kelly,39,S,F,8/16/2021,Torrance,California,United States
27069,Gabriella A Perez,44,M,F,8/18/2021,Torrance,California,United States
27070,Nathan D Davis,45,M,M,12/20/2022,Everett,Washington,United States
27071,Anthony Clark,46,S,M,03-07-2021,Newton,British Columbia,Canada
27072,Alex Baker,46,M,M,05-02-2022,Port Orchard,Washington,United States
27073,Sydney Sanders,40,M,F,08-04-2021,Corvallis,Oregon,United States
27074,Kristi M Sanchez,46,M,F,08-06-2021,Ballard,Washington,United States
27075,Jackson S Chen,46,M,M,3/22/2021,Sooke,British Columbia,Canada
27076,Dakota A Russell,46,M,M,8/18/2021,Grossmont,California,United States
27077,Robert K Henderson,45,S,M,08-11-2021,Burlingame,California,United States
27078,Chloe A Scott,47,M,F,08-04-2021,San Gabriel,California,United States
27079,Natalie E Lewis,47,M,F,09-08-2021,Santa Monica,California,United States
27080,Nathan W Campbell,47,M,M,09-09-2021,Concord,California,United States
27081,Jason L Ross,47,M,M,09-10-2021,Chula Vista,California,United States
27082,Zachary M Taylor,47,M,M,4/22/2021,Port Hammond,British Columbia,Canada
27083,Kevin Perry,47,M,M,09-08-2021,Marysville,Washington,United States
27084,Fernando Russell,47,M,M,3/30/2021,Westminster,British Columbia,Canada
27085,Christian Wilson,47,M,M,5/26/2021,Newton,British Columbia,Canada
27086,Lauren Howard,47,M,F,9/16/2021,Walla Walla,Washington,United States
27087,Justin G Clark,47,M,M,8/29/2021,San Diego,California,United States
27088,Tristan Patterson,41,S,M,09-04-2021,Salem,Oregon,United States
27089,Janelle Garcia,48,S,F,9/27/2021,Bremerton,Washington,United States
27090,Elizabeth H Brown,48,M,F,9/24/2021,Lincoln Acres,California,United States
27091,Miguel A Martin,46,M,M,9/22/2021,Everett,Washington,United States
27092,Marissa Ross,41,S,F,09-01-2021,Chula Vista,California,United States
27093,Alexandra C Martin,45,S,F,9/25/2021,Daly City,California,United States
27094,Sean Kelly,37,S,M,9/21/2021,Oakland,California,United States
27095,Spencer Flores,48,M,M,9/14/2021,Torrance,California,United States
27096,Chase Watson,43,M,M,9/27/2021,Marysville,Washington,United States
27097,Kaitlyn Gonzales,49,M,F,09-06-2021,Kirkland,Washington,United States
27098,Sarah C Wilson,49,M,F,8/18/2022,Ballard,Washington,United States
27099,Zachary B Williams,47,M,M,5/26/2021,Haney,British Columbia,Canada
